opstina,mesto,ulica,cena,povrsina,cena_po_m2,broj_soba,stanje,sprat,grejanje,uknjizenost,parking_garaza,Lift,Terasa,Lodja,Tavan,Podrum,namesten,godina_izgradnje,X,Y
Palilula,Profesorska Kolonija,Sterijina,43000,21,2048,1,NA,Nisko,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,1950,44.81661,20.48252
Vozdovac,Vozdovac - Centar,Ljuba Vuckovica,43000,34,1265,1,NA,Prizemlje,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.76937,20.48265
Rakovica,Miljakovac,Stevana Opacica,43000,36,1194,1,NA,3,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.74697,20.45571
Zemun,Batajnica,Vasilija Rankovica Bace,43000,42,1024,1,NA,NA,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.90466,20.28121
Palilula,Borca,Drinske divizije,43000,42,1024,1,NA,3,Centralno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.88688,20.45588
Surcin,Surcin - Centar,Vojvodanska,42000,37,1135,1,NA,NA,Struja,Uknjizeno,0,0,0,0,0,1,NA,NA,44.80652,20.37317
Palilula,Visnjicka Banja,Slanacki put,42000,43,977,1,NA,NA,Struja,Uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.80954,20.5484
Rakovica,Labudovo Brdo,Sretena Mladenovica Mike,41999,48,875,1,NA,3,Centralno,Uknjizeno,0,0,1,1,0,0,NA,1981,44.72943,20.42605
Zvezdara,Mirijevo,Koste Nada,41500,42,988,1,NA,Prizemlje,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,1980,44.79112,20.54047
Zvezdara,Mirijevo,Vladislava Bajcetica,41000,34,1206,1,NA,3,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.79182,20.534
Vozdovac,Brace Jerkovic,Brace Jerkovic,41000,37,1108,1,NA,1,Etazno,NA,1,NA,NA,NA,NA,NA,NA,2002,44.7713,20.48792
Rakovica,Petlovo Brdo,Oplenacka,41000,42,976,1,NA,1,Struja,Uknjizeno,0,0,0,1,0,1,Prazno,NA,44.72554,20.42883
Zvezdara,Mirijevo,Rudi Cajaveca,40150,36,1115,1,NA,1,Etazno,NA,0,0,1,0,0,0,NA,NA,44.79336,20.53979
Vracar,Juzni Bulevar,Juzni bulevar,40000,25,1600,1,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.7928,20.47359
Rakovica,Miljakovac,Borska,40000,31,1290,1,NA,5,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.75006,20.45577
Cukarica,Cukaricka Padina,Cukaricka Padina,40000,35,1143,1,NA,1,Centralno,Uknjizeno,0,1,1,1,0,0,NA,NA,44.77735,20.4111
Novi Beograd,Blok 1 - Fontana,Otona Zupancica,39900,18,2217,1,NA,Prizemlje,Centralno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.82938,20.40814
Cukarica,Cukaricka Padina,Radnicka,39900,28,1425,1,NA,7,Centralno,Nije uknjizeno,0,1,0,0,0,0,NA,NA,44.789,20.42068
Rakovica,Resnik,Dr.Acima Medovica,39900,39,1023,1,NA,1,Centralno,Nije uknjizeno,0,0,0,1,0,0,NA,NA,44.71204,20.45988
Zvezdara,Uciteljsko Naselje,Paje Jovanovica,38000,22,1727,1,NA,Nisko,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.78968,20.50765
Zvezdara,Uciteljsko Naselje,Paje Jovanovica,38000,23,1652,1,NA,Nisko,Struja,Uknjizeno,0,1,1,0,0,0,Prazno,2014,44.78968,20.50765
Vracar,Kalenic,Kicevska,38000,25,1520,1,NA,Suteren,Norveski radijatori,Uknjizeno,0,0,0,0,0,1,NA,NA,44.80303,20.47486
Vracar,Cubura,Danicareva,38000,29,1310,1,NA,Suteren,Centralno,Uknjizeno,0,0,0,0,0,1,Prazno,1965,44.79729,20.48131
Palilula,Visnjicka Banja,Darinke Jevric,38000,31,1226,1,NA,3,Centralno,Nije uknjizeno,0,0,1,0,0,0,Prazno,NA,44.81618,20.53907
Zemun,Gornji Grad,Niska,38000,34,1118,1,NA,Suteren,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2014,44.85755,20.37886
Novi Beograd,Bezanijska Kosa,Dr. Ivana Ribara,37900,32,1184,1,NA,Nisko,NA,Nije uknjizeno,0,NA,NA,NA,NA,NA,Prazno,1980,44.80095,20.36885
Rakovica,Miljakovac,Dimitrija Koturovica,37900,32,1184,1,NA,3,Etazno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.74579,20.44941
Rakovica,Kanarevo Brdo,Rakovicka,37500,28,1339,1,NA,4,Etazno,Nije uknjizeno,1,0,1,0,0,0,Namesteno,NA,44.75191,20.45028
Novi Beograd,,Novi Beograd,37000,27,1370,1,NA,Potkrovlje,Struja,Uknjizba u toku,1,0,0,1,0,0,NA,2016,44.82374,20.41415
Zvezdara,Mirijevo,Kapetna Milosa Žunjica,37000,31,1194,1,NA,5,Etazno,Uknjizeno,0,1,0,0,0,0,NA,NA,44.79345,20.53875
Palilula,Borca,Borca,37000,37,1000,1,NA,Prizemlje,Struja,Uknjizeno,0,0,0,0,0,1,Prazno,1980,44.81118,20.47897
Stari Grad,Donji Dorcol,Zorza Klemansoa,36900,10,3690,1,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.8266,20.47602
Stari Grad,Donji Dorcol,Žorza Klemansoa,36900,15,2460,1,NA,Prizemlje,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44.8266,20.47602
Stari Grad,Dorcol,Zorza Klemansoa,36900,15,2460,1,NA,Nisko,Centralno,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.8266,20.47602
Stari Grad,Dorcol,Žorza Klemansoa,36800,15,2453,1,NA,Prizemlje,Centralno,Uknjizeno,0,1,0,0,0,0,NA,1950,44.8266,20.47602
Zvezdara,Mirijevo,Mirijevsko brdo,36300,33,1100,1,NA,Prizemlje,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,2019,44.81153,20.52835
Vozdovac,Medakovic ,Rastka Petrovica,36000,22,1636,1,NA,NA,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.77664,20.49324
Rakovica,Petlovo Brdo,Petra Jovanovica,36000,31,1161,1,NA,NA,Centralno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.72429,20.43125
Palilula,Karaburma,Roda,36000,33,1091,1,NA,1,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.81118,20.47897
Cukarica,Banovo Brdo,Ivice Devcica,35000,22,1591,1,NA,NA,TA pec,Nije uknjizeno,0,NA,NA,NA,NA,NA,NA,1974,44.77124,20.41184
Cukarica,Bele Vode,Bele Vode,35000,29,1207,1,NA,1,Struja,Uknjizeno,0,0,0,1,0,0,NA,NA,44.75191,20.40256
Zvezdara,Mirijevo,Mirijevo,35000,29,1207,1,NA,4,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2013,44.79313,20.50491
Rakovica,Miljakovac,Stanka Paunovica Veljka,35000,35,1000,1,NA,5,Centralno,Uknjizeno,0,0,1,0,0,0,NA,NA,44.74358,20.4507
Palilula,Visnjicka Banja,Slanacki put,35000,36,972,1,NA,NA,Struja,Nije uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.80954,20.5484
Zemun,Altina,Ugrinovacki put,35000,37,946,1,NA,4,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.85837,20.35507
Palilula,Krnjaca,Grge Andrijanovica,34900,32,1091,1,NA,NA,Etazno,Uknjizeno,0,0,1,0,0,1,Prazno,NA,44.84635,20.49628
Zvezdara,Mirijevo,Dragoslava Srejovica,34500,27,1278,1,NA,NA,Norveski radijatori,Uknjizeno,0,1,1,0,0,0,NA,2020,44.81231,20.50494
Palilula,Karaburma,Vlasicka,34100,31,1100,1,NA,4,TA pec,Uknjizba u toku,0,NA,NA,NA,NA,NA,NA,NA,44.81433,20.51477
Palilula,Karaburma,Vlasicka,34000,31,1097,1,NA,4,Struja,Nije uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.81433,20.51477
Rakovica,Knezevac,Knezevacka,34000,34,1000,1,NA,Prizemlje,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2002,44.73446,20.42786
Palilula,Visnjicka Banja,Slanacki put,33600,28,1200,1,NA,1,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,2018,44.80954,20.5484
Rakovica,,Kraljice Jelene,33350,29,1150,1,NA,4,Struja,Uknjizeno,0,0,1,0,0,1,NA,2010,44.74489,20.44037
Zvezdara,Kluz,Kluz,33000,25,1320,1,NA,Prizemlje,Centralno,Uknjizeno,0,1,0,0,0,0,Polunamesteno,NA,44.79313,20.50491
Palilula,Borca ,Borca,33000,40,825,1,NA,3,Centralno,Nije uknjizeno,0,0,1,1,0,1,Prazno,NA,44.81118,20.47897
Rakovica,Petlovo Brdo,Petra Jovanovica,32000,32,1000,1,NA,Prizemlje,Centralno,Nije uknjizeno,0,0,1,0,0,0,NA,NA,44.72429,20.43125
Palilula,Borca,Borca,32000,35,914,1,NA,1,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Zemun,Altina,Ljiljane Krstic,31900,29,1100,1,NA,1,Etazno,NA,0,0,0,1,0,0,NA,NA,44.85345,20.3588
Palilula,Profesorska Kolonija,Brace Grim,31500,18,1750,1,NA,Nisko,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,1970,44.81371,20.48069
Palilula,Borca,Borca,31000,36,861,1,NA,NA,Norveski radijatori,Uknjizba u toku,0,NA,NA,NA,NA,NA,NA,2015,44.81118,20.47897
Palilula,Borca,Ivana Milutinovica,30100,38,792,1,NA,2,Etazno,Uknjizba u toku,0,0,1,0,0,0,NA,2019,44.874822,20.461692
Cukarica,Bele Vode,Leposave Vujosevic,30000,25,1200,1,NA,3,NA,Nije uknjizeno,0,0,1,0,0,0,NA,NA,44.7533,20.41023
Vozdovac,Lekino Brdo,Kralja Ostoje,30000,30,1000,1,NA,NA,Etazno,Uknjizeno,1,0,1,0,0,0,NA,NA,44.78874,20.49653
Palilula,Kotez,Postojnska,30000,39,769,1,NA,1,Struja,NA,0,0,1,0,0,0,NA,1970,44.85155,20.47306
Rakovica,Miljakovac,Miljakovac III,29900,23,1300,1,NA,1,Etazno,Nije uknjizeno,0,0,1,0,0,0,Namesteno,NA,44.74732,20.45057
Vozdovac,Lekino Brdo,Kralja Ostoje,29900,30,997,1,NA,NA,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.78874,20.49653
Zvezdara,Veliki Mokri Lug,Cvetanova Cuprija,29500,32,922,1,NA,Prizemlje,Etazno,Uknjizba u toku,1,1,1,0,0,0,NA,2019,44.77143,20.51277
Cukarica,Rusanj,Oslobodjenja,29400,40,735,1,NA,2,Struja,Nije uknjizeno,0,0,0,1,0,1,Prazno,NA,44.77422,20.4734
Zemun,Gornji Grad,Ruska,29000,17,1706,1,NA,4,Struja,Uknjizeno,0,0,1,0,0,0,NA,NA,44.85589,20.38007
Zvezdara,Mirijevo,Nade Puric,29000,28,1036,1,NA,Prizemlje,Struja,Uknjizeno,0,0,0,0,0,1,NA,NA,44.79683,20.52581
Zemun,Zemun Polje,Andrije Habusa,28500,33,864,1,NA,NA,TA pec,Uknjizeno,0,0,1,0,0,0,NA,1973,44.87253,20.32082
Novi Beograd,Ledine,Stevana Jakovljevica,28200,23,1226,1,NA,Prizemlje,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.80352,20.33461
Zvezdara,Mirijevo,Jovanke Radakovic,28000,24,1167,1,NA,Prizemlje,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.79461,20.52353
Zvezdara,Mirijevo,Matice Srpske,28000,27,1037,1,NA,Prizemlje,Norveski radijatori,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.78901,20.53792
Cukarica,Banovo Brdo,Blagoja Parovica,28000,30,933,1,NA,Suteren,Centralno,Uknjizeno,0,0,0,0,0,1,NA,NA,44.76827,20.41942
Rakovica,Knezevac,Slavka Rodica,28000,32,875,1,NA,4,Etazno,NA,0,NA,NA,NA,NA,NA,NA,2010,44.73973,20.43259
Palilula,Karaburma,Kamcatska,28000,34,824,1,NA,Prizemlje,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.80892,20.51865
Palilula,Borca,Borca,27500,25,1100,1,NA,3,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Palilula,Borca,Borca,27500,25,1100,1,NA,Prizemlje,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Cukarica,Žarkovo,Savnicka,27500,27,1019,1,NA,NA,Centralno,Uknjizba u toku,0,1,1,0,0,0,NA,NA,44.7556,20.41888
Palilula,Kotez,Kalovita,27500,35,786,1,NA,2,TA pec,Nije uknjizeno,1,0,1,0,0,0,NA,2010,44.81118,20.47897
Cukarica,Banovo Brdo,BLAGOJA PAROVICA,27000,30,900,1,NA,Suteren,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.76827,20.41942
Palilula,Krnjaca,Koste Josipovica ,27000,36,750,1,NA,4,Centralno,Uknjizba u toku,0,0,1,0,0,0,NA,NA,44.83746,20.50129
Palilula,Kovilovo,Kovilovo,27000,40,675,1,NA,Prizemlje,TA pec,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.91267,20.43229
Zemun,Altina,MUSORGSKOG,26000,26,1000,1,NA,4,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,2010,44.84849,20.35054
Palilula,Kotez,Veletinska,26000,28,929,1,NA,1,TA pec,NA,1,NA,NA,NA,NA,NA,NA,2017,44.85231,20.46611
Zvezdara,Mirijevo,Davorina Jenka,26000,32,813,1,NA,Prizemlje,Etazno,Uknjizeno,1,0,1,0,0,0,NA,2015,44.79313,20.50491
Rakovica,Kanarevo Brdo,Ivana Micurina,25900,26,996,1,NA,Prizemlje,NA,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.75119,20.45587
Palilula,Borca,Diznijeva,25900,33,785,1,NA,1,NA,Nije uknjizeno,0,0,1,0,0,0,NA,NA,44.81118,20.47897
Cukarica,Cerak,Jablanicka,25000,21,1190,1,NA,Prizemlje,Gas,Uknjizeno,0,NA,NA,NA,NA,NA,NA,NA,44.74874,20.41891
Obrenovac,,Obrenovac,25000,27,926,1,NA,Suteren,NA,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.65374,20.20248
Palilula,Visnjica,Visnjica,25000,28,893,1,NA,Prizemlje,TA pec,Uknjizeno,1,NA,NA,NA,NA,NA,NA,NA,44.81758,20.50466
Grocka,Vinca,Profesora Vasica,25000,34,735,1,NA,1,TA pec,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2008,44.75269,20.60999
Cukarica,Rusanj,Rusanj,25000,42,595,1,NA,3,TA pec,Uknjizeno,0,0,0,1,0,0,NA,1987,44.77825,20.41506
Palilula,Padinska Skela,Dejana Smiljkovica,23500,31,758,1,NA,2,Struja,Uknjizeno,0,0,1,0,0,1,Prazno,NA,44.94265,20.42714
Palilula,Visnjicka Banja,Slanacki put,22968,19,1209,1,NA,NA,Struja,Nije uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.80954,20.5484
Vozdovac,Lekino Brdo,Rada Neimara,22000,27,815,1,NA,Prizemlje,Struja,Nije uknjizeno,0,NA,NA,NA,NA,NA,Prazno,1930,44.78798,20.49274
Palilula,Karaburma,Cice Romanijskog,21500,24,896,1,NA,Prizemlje,TA pec,Uknjizeno,0,NA,NA,NA,NA,NA,NA,1926,44.8165,20.49845
Mladenovac,Mladenovac - Centar,Crkvena,21000,33,636,1,NA,3,Struja,Uknjizeno,0,0,1,0,0,1,NA,NA,44.43857,20.69581
Rakovica,Knezevac,Knezevacka,20000,20,1000,1,NA,Prizemlje,Norveski radijatori,Nije uknjizeno,0,NA,NA,NA,NA,NA,Namesteno,NA,44.73446,20.42786
Palilula,Kotez,Luke Vojvodica,20000,40,500,1,NA,Prizemlje,NA,Nije uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.75428,20.43841
Zvezdara,Mirijevo,Sejkina,19500,20,975,1,NA,Suteren,Centralno,Uknjizba u toku,0,NA,NA,NA,NA,NA,NA,NA,44.79762,20.529
Zemun,Batajnica,Batajnica,18000,28,643,1,NA,Nisko,Struja,Uknjizeno,1,0,0,0,0,0,NA,NA,44.8738,20.33844
Zvezdara,Severni Bulevar,Veljka Dugosevica,17000,21,810,1,NA,Prizemlje,Struja,Uknjizeno,0,0,1,0,0,0,Prazno,NA,44.80597,20.49477
Zemun,Zemun Polje,Zemun Polje,17000,22,773,1,NA,NA,NA,Uknjizeno,0,0,0,0,1,0,NA,NA,44.87213,20.32446
Palilula,Borca,Borca,16500,20,825,1,NA,Prizemlje,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.81118,20.47897
Stari Grad,Dorcol,Despota Djurdja,16000,16,1000,1,NA,Suteren,Struja,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.82598,20.46004
Rakovica,Kanarevo Brdo,Petra Konjovica,14000,18,778,1,NA,Prizemlje,Centralno,NA,1,NA,NA,NA,NA,NA,NA,1990,44.75215,20.4484
Rakovica,Miljakovac,Petra Konjovica,14000,18,778,1,NA,Prizemlje,Centralno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.75215,20.4484
Rakovica,Kanarevo Brdo,Petra konjovica,12900,18,717,1,NA,Prizemlje,Centralno,Nije uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.75215,20.4484
Savski Venac,Beograd na vodi,Aria,176888,62,2853,1,Novo,16,Centralno,NA,1,1,1,0,0,0,NA,2020,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,160888,54,2979,1,Novo,3,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Novi Beograd,Blok 67a - A Blok,Jurija Gagarina,140000,33,4242,1,Novo,4,Centralno,NA,1,1,0,0,0,0,Prazno,2020,44.80407,20.37989
Novi Beograd,Blok 67a - A Blok,Blok 67a - A Blok,127000,35,3629,1,Novo,4,Centralno,Uknjizeno,1,1,1,0,0,0,Namesteno,NA,44.81535,20.41593
Savski Venac,Beograd na vodi,Hercegovacka,118000,29,4069,1,Novo,7,Centralno,Uknjizeno,0,1,1,0,0,1,Prazno,2019,44.80934,20.45019
Novi Beograd,Blok 67a - A Blok,Blok 67a - A Blok,110000,33,3333,1,Novo,3,Centralno,Uknjizeno,1,1,0,0,0,0,Namesteno,NA,44.81535,20.41593
Vracar,Kalenic,Kalenic,109000,31,3516,1,Novo,1,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2014,44.80135,20.47574
Palilula,Tasmajdan,Dalmatinska,108758,41,2653,1,Novo,5,NA,NA,0,1,1,0,0,0,NA,NA,44.8128,20.47618
Savski Venac,Slavija,Deligradska,107999,34,3176,1,Novo,2,Centralno,NA,1,1,1,0,0,0,NA,2019,44.80027,20.46336
Novi Beograd,Blok 67a - A Blok,Blok 67a - A Blok,107000,37,2892,1,Novo,2,Centralno,Uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.81535,20.41593
Novi Beograd,Blok 67a - A Blok,Urosa Martinovica,107000,37,2892,1,Novo,2,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2018,44.80639,20.40153
Novi Beograd,Delta City,Jurija Gagarina,106000,33,3212,1,Novo,4,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2019,44.80407,20.37989
Zvezdara,Crveni Krst,Vojislava Ilica,102000,50,2040,1,Novo,1,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,2008,44.786,20.50041
Vracar,Crveni Krst Vracar,Vojislava Ilica,102000,50,2040,1,Novo,1,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,NA,44.79373,20.49424
Vracar,Crveni Krst Vracar,Vojislava Ilica,102000,50,2040,1,Novo,1,Centralno,Uknjizeno,0,1,1,0,0,0,NA,2016,44.79373,20.49424
Zvezdara,Lipov Lad,Vojislava Ilica,102000,50,2040,1,Novo,1,Centralno,Uknjizeno,0,1,1,0,0,0,Namesteno,NA,44.786,20.50041
Novi Beograd,Blok 34,Bulevar Zorana Ðindica,101050,47,2150,1,Novo,NA,Centralno,Uknjizeno,1,0,1,0,0,1,Namesteno,NA,44.81553,20.42229
Palilula,Tasmajdan,Dalmatinska,100516,38,2645,1,Novo,2,NA,NA,0,1,1,0,0,0,NA,2020,44.8128,20.47618
Savski Venac,Beograd na vodi,Beograd na vodi,98888,31,3190,1,Novo,7,Centralno,Uknjizeno,1,1,1,0,0,0,Prazno,NA,44.80921,20.45865
Palilula,Tasmajdan,Dalmatinska,98254,37,2656,1,Novo,1,NA,Uknjizeno,0,1,0,0,0,0,NA,2020,44.8128,20.47618
Novi Beograd,Blok 67a - A Blok,Jurija Gagarina,90000,27,3333,1,Novo,1,Centralno,Nije uknjizeno,0,1,0,0,0,0,Prazno,2020,44.80407,20.37989
Novi Beograd,Blok 29,Bulevar Arsenija Carnojevica,90000,41,2195,1,Novo,1,Centralno,Uknjizeno,0,0,0,1,0,0,Prazno,2008,44.81227,20.42044
Savski Venac,Beograd na vodi,Hercegovacka,88888,31,2867,1,Novo,1,Centralno,NA,1,1,1,0,0,0,NA,2022,44.80934,20.45019
Savski Venac,Beograd na vodi,Simfonija 2,86888,29,2996,1,Novo,2,Centralno,NA,1,1,1,0,0,0,NA,NA,44.80921,20.45865
Savski Venac,Beograd na vodi,Beograd na vodi,86888,31,2803,1,Novo,2,Centralno,Uknjizeno,1,1,1,0,0,0,Polunamesteno,NA,44.80921,20.45865
Stari Grad,Skadarlija,Cara Dusana,85500,29,2948,1,Novo,5,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.82292,20.46092
Stari Grad,Skadarlija,Cara Dusana,84000,28,3000,1,Novo,5,Etazno,Uknjizeno,0,1,0,0,0,0,Prazno,NA,44.82292,20.46092
Zemun,Gornji Grad,Alaska,83300,48,1735,1,Novo,1,Podno,NA,0,NA,NA,NA,NA,NA,NA,2020,44.85322,20.38835
Stari Grad,Centar,Centar,82500,27,3056,1,Novo,1,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2019,44.81311,20.46329
Stari Grad,Donji Dorcol,Knez Miletina,82500,27,3056,1,Novo,1,Centralno,NA,0,1,0,0,0,0,Prazno,2019,44.81878,20.47122
Stari Grad,Dorcol,Knez Miletina,82500,27,3056,1,Novo,1,Centralno,NA,0,1,0,0,0,0,NA,2019,44.81878,20.47122
Stari Grad,Dorcol,Knez Miletina,82500,27,3056,1,Novo,1,Centralno,Nije uknjizeno,0,1,0,0,0,0,Prazno,NA,44.81878,20.47122
Vozdovac,Autokomanda,Admirala Vukovica,81000,30,2700,1,Novo,1,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2019,44.78522,20.4721
Vozdovac,Autokomanda,Admirala Vukovica,81000,30,2700,1,Novo,2,Centralno,Uknjizeno,0,1,0,0,0,0,Prazno,2019,44.78522,20.4721
Savski Venac,Dedinje,Mihaila Avramovica,80000,40,2000,1,Novo,1,Norveski radijatori,Uknjizeno,1,0,0,0,0,1,NA,2017,44.76872,20.45753
Vracar,Cubura,Sazonova,79000,25,3160,1,Novo,3,Etazno,Uknjizeno,0,1,1,0,0,0,Prazno,2011,44.7959,20.48261
Novi Beograd,Blok 60,New Minel,76250,30,2542,1,Novo,5,Centralno,Uknjizeno,1,1,1,0,0,0,NA,2019,44.82374,20.41415
Novi Beograd,Blok 60,New Minel,75900,30,2530,1,Novo,5,Centralno,Uknjizeno,1,1,1,0,0,0,NA,2019,44.82374,20.41415
Vracar,Crveni Krst Vracar,Sazonova,75000,31,2419,1,Novo,2,Centralno,NA,0,1,1,0,0,0,Prazno,2020,44.7959,20.48261
Vozdovac,Autokomanda,Boze Jankovica,75000,43,1744,1,Novo,2,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,Prazno,NA,44.74713,20.48105
Zvezdara,Lion,Ulcinjska,72900,36,2025,1,Novo,1,Centralno,Uknjizeno,1,1,1,0,0,0,NA,NA,44.79258,20.49775
Novi Beograd,Blok 60,New Minel,70500,30,2350,1,Novo,6,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.82374,20.41415
Vracar,Juzni Bulevar,Sumatovacka,70328,34,2068,1,Novo,NA,Centralno,Nije uknjizeno,0,1,1,0,0,0,Namesteno,2020,44.79446,20.48272
Vracar,Cubura,Sumatovacka,69000,33,2091,1,Novo,Prizemlje,Etazno,NA,1,1,1,0,0,0,NA,2019,44.79446,20.48272
Novi Beograd,Blok 60,New Minel,68250,26,2625,1,Novo,6,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.82374,20.41415
Novi Beograd,Blok 60,New Minel,68244,26,2625,1,Novo,6,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.82374,20.41415
Cukarica,Filmski Grad,Ilije Stojadinovica,67000,39,1718,1,Novo,1,Centralno,Uknjizeno,1,1,1,0,0,1,Prazno,NA,44.74964,20.42979
Vozdovac,Lekino Brdo,Veselina Maslese,65340,33,1980,1,Novo,1,Etazno,Uknjizeno,1,1,0,0,0,0,Namesteno,2020,44.79124,20.48895
Palilula,Krnjaca,Grge Andrijanovica,64600,76,850,1,Novo,3,Etazno,Nije uknjizeno,1,0,1,0,0,0,Namesteno,2017,44.84635,20.49628
Novi Beograd,Blok 60,New Minel,63888,26,2457,1,Novo,4,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.82374,20.41415
Novi Beograd,Blok 60,New Minel,60100,26,2312,1,Novo,3,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.82374,20.41415
Zemun,Gornji Grad,Banijska,60000,50,1200,1,Novo,Suteren,Etazno,Uknjizeno,1,NA,NA,NA,NA,NA,NA,2018,44.84864,20.38472
Zemun,Sutjeska,Banijska,60000,50,1200,1,Novo,Prizemlje,Etazno,Uknjizeno,0,NA,NA,NA,NA,NA,NA,2018,44.84864,20.38472
Novi Beograd,Blok 60,New Minel,58700,26,2258,1,Novo,2,Centralno,Uknjizeno,1,1,0,0,0,0,NA,2019,44.82374,20.41415
Vracar,Hram Svetog Save,Stojana Protica,57000,16,3563,1,Novo,4,Centralno,Uknjizeno,0,1,1,0,0,0,Prazno,2008,44.79659,20.4722
Zvezdara,Lion,Ulcinjska,55000,27,2037,1,Novo,2,Centralno,Uknjizeno,1,1,0,0,0,0,NA,NA,44.79258,20.49775
Vracar,Juzni Bulevar,Sumatovacka,54486,26,2096,1,Novo,NA,Centralno,Nije uknjizeno,0,1,0,0,0,0,Namesteno,2020,44.79446,20.48272
Vracar,Cubura,Sumatovacka,53052,26,2040,1,Novo,Prizemlje,Centralno,NA,1,1,0,0,0,0,NA,2020,44.79446,20.48272
Vozdovac,Medakovic ,Mokroluska,53000,38,1395,1,Novo,NA,Centralno,Uknjizeno,1,1,0,1,0,1,Prazno,1991,44.77682,20.50087
Zvezdara,Bulbulder,Svetog Nikole,52000,35,1486,1,Novo,NA,Etazno,Nije uknjizeno,0,0,1,0,0,0,Namesteno,2017,44.80719,20.48646
